Customer_ID,Attr1_Dummy1,Attr1_Dummy2,Attr1_Dummy3,Attr2_Trans,Attr3_dummy1,Attr3_dummy2,Attr3_dummy3,Attr3_dummy4,Attr4_Dummy1,Attr4_Dummy2,Attr4_Dummy3,Attr4_Dummy4,Attr4_Dummy5,Attr4_Dummy6,Attr5_Dummy1,Attr5_Dummy2,Attr6_Dummy1,Attr6_Dummy2,Attr6_Dummy3,Attr6_Dummy4,Attr7_Dummy1,Attr7_Dummy2,Attr7_Dummy3,Attr7_Dummy4,Attr8,Attr9_Dummy1,Attr9_Dummy2,Attr9_Dummy3,Attr10_Dummy1,Attr10_Dummy2,Attr11,Attr12_Dummy1,Attr12_Dummy2,Attr12_Dummy3,Attr13,Attr14_Dummy,Attr15_Dummy,Attr16,Attr17_Dummy1,Attr17_Dummy2,Attr17_Dummy3,Attr18,Attr19_Dummy,Attr20,Default_On_Payment,Count
100056,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,26,1,0,1,0,1,0,2,0,A201,0,1
100057,0,1,0,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,52,0,0,1,0,0,1,1,1,A201,1,1
100058,0,0,0,36,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,31,1,0,2,0,0,0,1,0,A201,0,1
100059,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,23,0,0,1,0,0,1,1,0,A201,0,1
100060,1,0,0,36,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,4,0,0,1,23,0,1,2,0,1,0,1,1,A201,1,1
100061,0,1,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,27,1,0,1,0,0,0,1,1,A201,0,1
100062,0,1,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,4,1,0,0,50,0,0,2,0,0,0,1,1,A201,0,1
100063,0,1,0,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,1,60,0,1,1,0,0,1,1,1,A201,1,1
100064,0,1,0,48,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,25,0,0,1,0,0,0,1,1,A201,1,1
100065,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,4,0,1,0,26,0,0,1,0,0,0,1,1,A201,0,1
100066,0,0,0,36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,0,1,0,48,0,0,4,0,0,0,2,1,A201,0,1
100067,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,29,1,0,1,0,0,0,1,0,A201,0,1
100068,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,22,0,0,1,0,0,0,1,0,A201,0,1
100069,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,37,1,1,1,0,0,0,1,1,A201,1,1
100070,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,4,0,0,0,25,0,0,1,0,0,0,1,0,A201,0,1
100071,0,0,0,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,30,1,0,1,0,0,0,1,0,A201,0,1
100072,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,46,0,1,2,0,1,0,1,1,A201,0,1
100073,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,1,51,1,1,2,0,0,1,2,1,A201,0,1
100074,0,1,0,48,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,41,1,0,2,0,1,0,1,0,A201,0,1
100075,1,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,0,0,1,40,0,0,1,0,0,1,1,1,A201,1,1
100076,1,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,1,60,0,1,2,0,0,1,1,0,A201,0,1
100077,1,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,0,34,0,0,1,0,0,0,1,0,A201,1,1
100078,0,1,0,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,0,51,0,0,1,0,0,0,1,0,A201,0,1
100079,0,0,0,60,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,39,0,0,1,0,1,0,2,0,A201,0,1
100080,0,1,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,22,0,0,1,0,0,0,1,0,A201,0,1
100081,0,0,0,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,44,0,0,2,0,0,0,1,1,A201,1,1
100082,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,3,0,1,0,47,1,0,1,0,0,0,1,1,A201,0,1
100083,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,1,0,24,0,1,1,0,1,0,1,0,A201,0,1
100084,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,4,1,0,0,58,0,0,1,0,1,0,1,1,A201,0,1
100085,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,1,0,0,52,0,0,1,0,1,0,1,0,A201,0,1
100086,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,2,1,0,0,29,0,0,2,0,0,1,1,1,A201,0,1
100087,0,1,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,1,0,27,0,0,2,0,0,0,1,0,A201,0,1
100088,0,1,0,36,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,47,0,1,1,0,0,0,2,1,A201,1,1
100089,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,30,0,0,1,0,0,1,2,1,A201,0,1
100090,1,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,1,0,0,28,0,0,2,0,0,0,1,0,A201,1,1
100091,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,56,0,0,1,0,0,0,1,0,A201,0,1
100092,1,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,1,0,0,54,0,0,1,0,0,0,1,0,A201,0,1
100093,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,3,0,1,0,33,1,0,1,0,1,0,2,0,A201,1,1
100094,0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,4,0,0,1,20,0,1,2,0,0,0,1,0,A201,0,1
100095,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,54,0,0,1,0,0,0,1,1,A201,0,1
100096,0,1,0,60,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,1,58,0,1,1,0,0,0,1,1,A201,1,1
100097,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,2,0,0,0,60,0,0,1,0,0,0,1,0,A201,0,1
100098,0,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,34,0,0,1,0,0,0,1,0,A201,0,1
100099,0,1,0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,36,0,0,1,0,0,0,1,0,A201,0,1
100100,0,1,0,24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,4,0,1,0,36,1,1,2,0,0,1,2,1,A201,0,1
100101,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,4,1,0,0,41,0,1,1,0,1,0,1,0,A201,0,1
100102,0,1,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,24,0,1,1,0,0,0,1,0,A201,0,1
100103,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,24,0,0,1,0,0,0,1,0,A201,0,1
100104,0,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,35,0,1,1,0,0,0,1,1,A201,0,1
100105,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,4,0,0,0,26,0,1,1,0,0,0,1,1,A201,0,1
100106,0,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,39,0,0,2,0,0,1,2,1,A201,1,1
100107,0,0,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,1,39,1,0,2,0,0,1,2,1,A201,1,1
100108,0,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,32,0,0,1,0,0,0,1,0,A201,0,1
100109,1,0,0,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,1,0,30,0,0,1,0,0,0,1,1,A202,0,1
100110,0,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,35,0,0,1,0,0,0,1,1,A201,0,1
100111,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,31,1,0,2,0,0,0,2,0,A201,0,1
100112,0,0,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,4,0,1,0,23,0,1,1,0,0,0,1,1,A201,0,1
100113,0,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0,28,0,1,1,0,1,0,1,0,A201,0,1
100114,0,0,0,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,0,25,1,0,2,0,0,0,1,1,A201,1,1
100115,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,1,0,0,35,0,0,1,0,0,0,1,0,A201,0,1
100116,0,0,0,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,1,0,0,47,0,0,1,0,0,0,1,1,A201,0,1
100117,1,0,0,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,3,0,0,0,30,0,0,1,0,0,1,1,1,A201,1,1
100118,1,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,3,1,0,0,27,0,1,2,0,0,0,1,0,A202,0,1
100119,1,0,0,36,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,23,0,0,2,0,0,0,1,0,A201,1,1
100120,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,3,0,0,0,36,0,0,1,0,0,1,1,1,A201,0,1
100121,1,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,25,0,0,2,0,0,0,1,1,A201,1,1
100122,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,0,41,0,1,2,0,0,1,1,1,A201,0,1
100123,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,24,0,1,1,0,1,0,1,0,A201,0,1
100124,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,1,60,0,1,2,0,0,0,1,1,A201,0,1
100125,0,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,3,1,0,0,27,0,1,1,0,0,0,1,0,A201,1,1
100126,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,30,0,0,2,0,0,0,1,0,A201,0,1
100127,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,1,0,0,40,0,0,1,0,1,0,1,0,A201,0,1
100128,0,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,30,0,0,1,0,0,0,1,0,A201,1,1
100129,0,1,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,34,0,0,2,0,0,1,1,1,A201,0,1
100130,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,0,29,0,0,2,0,0,0,1,0,A201,1,1
100131,0,1,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,24,0,0,1,0,0,0,1,0,A201,0,1
100132,1,0,0,36,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,29,1,0,1,0,0,0,1,1,A201,1,1
100133,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,1,0,27,1,0,2,0,1,0,1,0,A201,0,1
100134,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,47,1,1,2,0,0,0,1,0,A201,0,1
100135,0,0,0,60,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,4,1,0,0,21,0,0,1,0,0,0,1,1,A201,0,1
100136,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,2,1,0,0,38,0,0,2,0,0,0,1,1,A201,0,1
